date_commande;identifiant_client;montant_ttc;numero_commande;pays;canal
2026-01-27;CLI-000568;39,00;CMD-006307;FR;Email/SMS
2026-01-27;CLI-001170;99,00;CMD-006308;IT;Direct
2026-01-27;CLI-001387;113,00;CMD-006309;FR;Email/SMS
2026-01-27;CLI-002075;138,00;CMD-006310;NL;Email/SMS
2026-01-27;CLI-002142;74,00;CMD-006311;FR;Email/SMS
2026-01-27;CLI-002184;39,00;CMD-006312;ES;Direct
2026-01-27;CLI-002486;74,00;CMD-006313;FR;Email/SMS
2026-01-27;CLI-002696;69,56;CMD-006314;FR;Email/SMS
2026-01-27;CLI-003307;93,06;CMD-006315;DE;Meta
2026-01-27;CLI-003312;69,56;CMD-006316;ES;Google
2026-01-27;CLI-003321;69,56;CMD-006317;FR;Google
2026-01-27;CLI-003346;92,12;CMD-006318;FR;Meta
2026-01-27;CLI-003363;59,22;CMD-006319;IT;Meta
2026-01-27;CLI-003402;129,72;CMD-006320;FR;Direct
2026-01-27;CLI-003500;36,66;CMD-006321;FR;Google
2026-01-27;CLI-003505;93,06;CMD-006322;FR;TikTok
2026-01-27;CLI-003515;69,56;CMD-006323;DE;Meta
2026-01-28;CLI-000368;113,00;CMD-006324;FR;Email/SMS
2026-01-28;CLI-000948;63,00;CMD-006325;FR;Meta retargeting
2026-01-28;CLI-001028;74,00;CMD-006326;FR;Meta retargeting
2026-01-28;CLI-001380;99,00;CMD-006327;ES;Email/SMS
2026-01-28;CLI-002001;113,00;CMD-006328;NL;Meta retargeting
2026-01-28;CLI-002263;29,00;CMD-006329;ES;Meta retargeting
2026-01-28;CLI-002618;99,00;CMD-006330;BE;Direct
2026-01-28;CLI-002770;69,56;CMD-006331;FR;Email/SMS
2026-01-28;CLI-003295;36,66;CMD-006332;BE;Meta
2026-01-28;CLI-003410;59,22;CMD-006333;FR;Meta
2026-01-28;CLI-003492;36,66;CMD-006334;FR;Meta
2026-01-28;CLI-003526;27,26;CMD-006335;IT;Meta
2026-01-29;CLI-000207;78,00;CMD-006336;FR;Email/SMS
2026-01-29;CLI-000526;113,00;CMD-006337;BE;Direct
2026-01-29;CLI-000656;99,00;CMD-006338;FR;Email/SMS
2026-01-29;CLI-000863;29,00;CMD-006339;BE;Direct
2026-01-29;CLI-001194;68,00;CMD-006340;NL;Direct
2026-01-29;CLI-001514;39,00;CMD-006341;FR;Direct
2026-01-29;CLI-002009;24,00;CMD-006342;IT;Meta retargeting
2026-01-29;CLI-002147;74,00;CMD-006343;FR;Email/SMS
2026-01-29;CLI-002233;74,00;CMD-006344;ES;Email/SMS
2026-01-29;CLI-002396;99,00;CMD-006345;IT;Email/SMS
2026-01-29;CLI-002541;74,00;CMD-006346;FR;Direct
2026-01-29;CLI-002663;59,22;CMD-006347;FR;Meta retargeting
2026-01-29;CLI-003292;69,56;CMD-006348;FR;Influence
2026-01-29;CLI-003296;36,66;CMD-006349;FR;Meta
2026-01-29;CLI-003316;69,56;CMD-006350;FR;Google
2026-01-29;CLI-003318;69,56;CMD-006351;FR;Meta
2026-01-29;CLI-003351;69,56;CMD-006352;FR;Meta
2026-01-29;CLI-003380;69,56;CMD-006353;FR;Meta
2026-01-29;CLI-003382;69,56;CMD-006354;ES;Meta
2026-01-29;CLI-003383;93,06;CMD-006355;FR;Autre
2026-01-29;CLI-003384;22,56;CMD-006356;BE;Google
2026-01-29;CLI-003430;69,56;CMD-006357;BE;Google
2026-01-29;CLI-003477;93,06;CMD-006358;FR;Meta
2026-01-29;CLI-003495;36,66;CMD-006359;FR;Direct
2026-01-30;CLI-000078;74,00;CMD-006360;FR;Direct
2026-01-30;CLI-000123;68,00;CMD-006361;FR;Email/SMS
2026-01-30;CLI-000455;138,00;CMD-006362;FR;Direct
2026-01-30;CLI-001336;39,00;CMD-006363;FR;Direct
2026-01-30;CLI-002004;99,00;CMD-006364;FR;Email/SMS
2026-01-30;CLI-002367;39,00;CMD-006365;DE;Direct
2026-01-30;CLI-002538;99,00;CMD-006366;FR;Direct
2026-01-30;CLI-002572;113,00;CMD-006367;FR;Direct
2026-01-30;CLI-002734;36,66;CMD-006368;FR;Email/SMS
2026-01-30;CLI-002792;106,22;CMD-006369;BE;Email/SMS
2026-01-30;CLI-003106;69,56;CMD-006370;DE;Direct
2026-01-30;CLI-003298;69,56;CMD-006371;FR;Meta
2026-01-30;CLI-003317;36,66;CMD-006372;DE;Meta
2026-01-30;CLI-003326;93,06;CMD-006373;FR;TikTok
2026-01-30;CLI-003335;93,06;CMD-006374;BE;Meta
2026-01-30;CLI-003356;69,56;CMD-006375;IT;Google
2026-01-30;CLI-003367;93,06;CMD-006376;DE;Autre
2026-01-30;CLI-003412;36,66;CMD-006377;FR;Influence
2026-01-30;CLI-003478;69,56;CMD-006378;FR;Google
2026-01-30;CLI-003508;36,66;CMD-006379;ES;Autre
2026-01-30;CLI-003513;69,56;CMD-006380;FR;Meta
2026-01-31;CLI-000030;99,00;CMD-006381;NL;Direct
2026-01-31;CLI-000415;68,00;CMD-006382;FR;Direct
2026-01-31;CLI-000731;68,00;CMD-006383;FR;Email/SMS
2026-01-31;CLI-001821;99,00;CMD-006384;FR;Email/SMS
2026-01-31;CLI-002190;138,00;CMD-006385;FR;Email/SMS
2026-01-31;CLI-002451;74,00;CMD-006386;FR;Meta retargeting
2026-01-31;CLI-002560;99,00;CMD-006387;ES;Meta retargeting
2026-01-31;CLI-002589;39,00;CMD-006388;FR;Meta retargeting
2026-01-31;CLI-002960;93,06;CMD-006389;FR;Meta retargeting
2026-01-31;CLI-003343;93,06;CMD-006390;ES;Meta
2026-01-31;CLI-003350;69,56;CMD-006391;FR;Google
2026-01-31;CLI-003365;36,66;CMD-006392;FR;Meta
2026-01-31;CLI-003389;69,56;CMD-006393;FR;Meta
2026-01-31;CLI-003418;69,56;CMD-006394;FR;Google
2026-01-31;CLI-003421;115,62;CMD-006395;FR;Meta
2026-01-31;CLI-003487;69,56;CMD-006396;FR;Meta
2026-01-31;CLI-003506;36,66;CMD-006397;FR;Google
2026-01-31;CLI-003520;92,12;CMD-006398;BE;Meta
2026-01-31;CLI-003521;69,56;CMD-006399;FR;TikTok
2026-01-31;CLI-003532;69,56;CMD-006400;FR;TikTok
2026-02-01;CLI-000233;78,00;CMD-006401;BE;Direct
2026-02-01;CLI-000719;78,00;CMD-006402;FR;Direct
2026-02-01;CLI-001042;78,00;CMD-006403;FR;Meta retargeting
2026-02-01;CLI-001519;63,00;CMD-006404;BE;Direct
2026-02-01;CLI-001955;74,00;CMD-006405;IT;Meta retargeting
2026-02-01;CLI-001988;113,00;CMD-006406;FR;Direct
2026-02-01;CLI-002054;99,00;CMD-006407;BE;Direct
2026-02-01;CLI-002340;99,00;CMD-006408;FR;Meta retargeting
2026-02-01;CLI-002430;138,00;CMD-006409;ES;Email/SMS
2026-02-01;CLI-002609;99,00;CMD-006410;BE;Direct
2026-02-01;CLI-002851;69,56;CMD-006411;FR;Email/SMS
2026-02-01;CLI-003544;93,06;CMD-006412;NL;TikTok
2026-02-01;CLI-003587;69,56;CMD-006413;DE;TikTok
2026-02-01;CLI-003608;27,26;CMD-006414;FR;Meta
2026-02-01;CLI-003616;36,66;CMD-006415;FR;Meta
2026-02-01;CLI-003640;92,12;CMD-006416;FR;Meta
2026-02-01;CLI-003726;93,06;CMD-006417;FR;TikTok
2026-02-01;CLI-003751;59,22;CMD-006418;FR;TikTok
2026-02-01;CLI-003755;36,66;CMD-006419;BE;Meta
2026-02-01;CLI-003769;93,06;CMD-006420;FR;Meta
2026-02-01;CLI-003774;36,66;CMD-006421;FR;Meta
2026-02-02;CLI-003530;-69,56;R-CMD-006255;FR;Remboursement
2026-02-02;CLI-001219;74,00;CMD-006422;ES;Email/SMS
2026-02-02;CLI-001880;74,00;CMD-006423;BE;Meta retargeting
2026-02-02;CLI-001881;74,00;CMD-006424;IT;Direct
2026-02-02;CLI-001997;39,00;CMD-006425;DE;Direct
2026-02-02;CLI-002385;78,00;CMD-006426;FR;Email/SMS
2026-02-02;CLI-003566;36,66;CMD-006427;FR;Meta
2026-02-02;CLI-003576;36,66;CMD-006428;FR;Autre
2026-02-02;CLI-003592;36,66;CMD-006429;FR;TikTok
2026-02-02;CLI-003666;36,66;CMD-006430;IT;Google
2026-02-02;CLI-003702;59,22;CMD-006431;FR;Meta
2026-02-02;CLI-003720;69,56;CMD-006432;IT;TikTok
2026-02-02;CLI-003748;93,06;CMD-006433;DE;Meta
2026-02-02;CLI-003775;69,56;CMD-006434;FR;Google
2026-02-02;CLI-003795;115,62;CMD-006435;FR;Meta
2026-02-03;CLI-000008;74,00;CMD-006436;FR;Meta retargeting
2026-02-03;CLI-000821;74,00;CMD-006437;IT;Direct
2026-02-03;CLI-001092;138,00;CMD-006438;FR;Email/SMS
2026-02-03;CLI-001148;78,00;CMD-006439;ES;Meta retargeting
2026-02-03;CLI-001441;29,00;CMD-006440;FR;Direct
2026-02-03;CLI-001575;39,00;CMD-006441;DE;Email/SMS
2026-02-03;CLI-001813;99,00;CMD-006442;FR;Email/SMS
2026-02-03;CLI-001868;29,00;CMD-006443;FR;Email/SMS
2026-02-03;CLI-001906;74,00;CMD-006444;BE;Direct
2026-02-03;CLI-001920;74,00;CMD-006445;FR;Email/SMS
2026-02-03;CLI-002051;138,00;CMD-006446;FR;Meta retargeting
2026-02-03;CLI-002163;113,00;CMD-006447;FR;Meta retargeting
2026-02-03;CLI-002385;99,00;CMD-006448;FR;Email/SMS
2026-02-03;CLI-002490;99,00;CMD-006449;FR;Direct
2026-02-03;CLI-002632;113,00;CMD-006450;IT;Direct
2026-02-03;CLI-003212;93,06;CMD-006451;DE;Email/SMS
2026-02-03;CLI-003543;59,22;CMD-006452;ES;Meta
2026-02-03;CLI-003611;69,56;CMD-006453;NL;Meta
2026-02-03;CLI-003637;49,82;CMD-006454;FR;Meta
2026-02-03;CLI-003674;115,62;CMD-006455;FR;Meta
2026-02-03;CLI-003675;69,56;CMD-006456;ES;Meta
2026-02-03;CLI-003688;49,82;CMD-006457;ES;TikTok
2026-02-03;CLI-003724;93,06;CMD-006458;DE;Influence
2026-02-03;CLI-003750;36,66;CMD-006459;DE;Meta
2026-02-03;CLI-003805;69,56;CMD-006460;FR;Influence
2026-02-04;CLI-000426;99,00;CMD-006461;FR;Direct
2026-02-04;CLI-001151;138,00;CMD-006462;FR;Email/SMS
2026-02-04;CLI-001610;99,00;CMD-006463;FR;Email/SMS
2026-02-04;CLI-002770;69,56;CMD-006464;FR;Email/SMS
2026-02-04;CLI-003517;36,66;CMD-006465;NL;Email/SMS
2026-02-04;CLI-003556;36,66;CMD-006466;ES;Google
2026-02-04;CLI-003583;36,66;CMD-006467;FR;Google
2026-02-04;CLI-003588;59,22;CMD-006468;FR;Meta
2026-02-04;CLI-003599;36,66;CMD-006469;FR;Google
2026-02-04;CLI-003600;93,06;CMD-006470;DE;TikTok
2026-02-04;CLI-003658;36,66;CMD-006471;ES;TikTok
2026-02-04;CLI-003665;36,66;CMD-006472;FR;Autre
2026-02-04;CLI-003706;36,66;CMD-006473;FR;Meta
2026-02-04;CLI-003718;59,22;CMD-006474;NL;Meta
2026-02-04;CLI-003730;36,66;CMD-006475;BE;Influence
2026-02-04;CLI-003741;59,22;CMD-006476;FR;Influence
2026-02-04;CLI-003749;69,56;CMD-006477;IT;TikTok
2026-02-04;CLI-003765;93,06;CMD-006478;FR;TikTok
2026-02-05;CLI-000196;74,00;CMD-006479;FR;Email/SMS
2026-02-05;CLI-000521;74,00;CMD-006480;IT;Email/SMS
2026-02-05;CLI-000829;74,00;CMD-006481;FR;Meta retargeting
2026-02-05;CLI-001148;138,00;CMD-006482;ES;Direct
2026-02-05;CLI-001360;68,00;CMD-006483;FR;Email/SMS
2026-02-05;CLI-002128;99,00;CMD-006484;FR;Direct
2026-02-05;CLI-002377;74,00;CMD-006485;FR;Direct
2026-02-05;CLI-002485;74,00;CMD-006486;NL;Email/SMS
2026-02-05;CLI-003642;93,06;CMD-006487;NL;Influence
2026-02-05;CLI-003655;115,62;CMD-006488;FR;Meta
2026-02-05;CLI-003761;36,66;CMD-006489;FR;Meta
2026-02-05;CLI-003776;92,12;CMD-006490;ES;Meta
2026-02-05;CLI-003792;69,56;CMD-006491;DE;Meta
2026-02-05;CLI-003804;27,26;CMD-006492;FR;Meta
2026-02-05;CLI-003809;59,22;CMD-006493;FR;Google
2026-02-06;CLI-000207;63,00;CMD-006494;FR;Meta retargeting
2026-02-06;CLI-000487;78,00;CMD-006495;DE;Email/SMS
2026-02-06;CLI-000536;74,00;CMD-006496;BE;Direct
2026-02-06;CLI-001012;99,00;CMD-006497;DE;Email/SMS
2026-02-06;CLI-001042;113,00;CMD-006498;FR;Meta retargeting
2026-02-06;CLI-001193;78,00;CMD-006499;FR;Email/SMS
2026-02-06;CLI-001367;99,00;CMD-006500;IT;Email/SMS
2026-02-06;CLI-001723;74,00;CMD-006501;FR;Email/SMS
2026-02-06;CLI-001822;113,00;CMD-006502;BE;Meta retargeting
2026-02-06;CLI-001872;39,00;CMD-006503;FR;Meta retargeting
2026-02-06;CLI-001894;74,00;CMD-006504;FR;Meta retargeting
2026-02-06;CLI-002045;99,00;CMD-006505;DE;Direct
2026-02-06;CLI-002212;78,00;CMD-006506;ES;Email/SMS
2026-02-06;CLI-002336;24,00;CMD-006507;FR;Email/SMS
2026-02-06;CLI-002416;99,00;CMD-006508;DE;Meta retargeting
2026-02-06;CLI-002427;99,00;CMD-006509;FR;Direct
2026-02-06;CLI-002815;69,56;CMD-006510;FR;Direct
2026-02-06;CLI-003046;93,06;CMD-006511;NL;Meta retargeting
2026-02-06;CLI-003114;93,06;CMD-006512;ES;Direct
2026-02-06;CLI-003495;129,72;CMD-006513;FR;Meta retargeting
2026-02-06;CLI-003577;36,66;CMD-006514;IT;Meta
2026-02-06;CLI-003580;36,66;CMD-006515;FR;TikTok
2026-02-06;CLI-003619;69,56;CMD-006516;FR;Meta
2026-02-06;CLI-003650;36,66;CMD-006517;BE;Meta
2026-02-06;CLI-003670;36,66;CMD-006518;IT;TikTok
2026-02-06;CLI-003679;93,06;CMD-006519;DE;Meta
2026-02-06;CLI-003700;69,56;CMD-006520;FR;Meta
2026-02-06;CLI-003713;93,06;CMD-006521;FR;Meta
2026-02-06;CLI-003762;92,12;CMD-006522;IT;Meta
2026-02-06;CLI-003778;36,66;CMD-006523;ES;Meta
2026-02-06;CLI-003801;69,56;CMD-006524;FR;Meta
2026-02-07;CLI-000122;39,00;CMD-006525;FR;Email/SMS
2026-02-07;CLI-000559;99,00;CMD-006526;FR;Meta retargeting
2026-02-07;CLI-000878;24,00;CMD-006527;FR;Direct
2026-02-07;CLI-000960;74,00;CMD-006528;FR;Email/SMS
2026-02-07;CLI-001459;39,00;CMD-006529;FR;Direct
2026-02-07;CLI-001880;99,00;CMD-006530;BE;Direct
2026-02-07;CLI-002140;78,00;CMD-006531;ES;Meta retargeting
2026-02-07;CLI-002254;39,00;CMD-006532;FR;Meta retargeting
2026-02-07;CLI-002586;138,00;CMD-006533;FR;Direct
2026-02-07;CLI-002987;36,66;CMD-006534;DE;Meta retargeting
2026-02-07;CLI-003585;69,56;CMD-006535;DE;Influence
2026-02-07;CLI-003601;36,66;CMD-006536;FR;Meta
2026-02-07;CLI-003609;36,66;CMD-006537;FR;Google
2026-02-07;CLI-003621;69,56;CMD-006538;DE;TikTok
2026-02-07;CLI-003632;93,06;CMD-006539;FR;Meta
2026-02-07;CLI-003671;69,56;CMD-006540;FR;Meta
2026-02-07;CLI-003672;93,06;CMD-006541;FR;TikTok
2026-02-07;CLI-003739;69,56;CMD-006542;FR;Meta
2026-02-07;CLI-003757;93,06;CMD-006543;FR;Google
2026-02-07;CLI-003770;69,56;CMD-006544;IT;Google
2026-02-07;CLI-003784;36,66;CMD-006545;FR;Google
2026-02-07;CLI-003808;36,66;CMD-006546;DE;Google
2026-02-07;CLI-003815;93,06;CMD-006547;DE;Influence
2026-02-08;CLI-000261;74,00;CMD-006548;BE;Email/SMS
2026-02-08;CLI-000795;138,00;CMD-006549;DE;Email/SMS
2026-02-08;CLI-001124;39,00;CMD-006550;IT;Email/SMS
2026-02-08;CLI-001346;113,00;CMD-006551;NL;Direct
2026-02-08;CLI-002528;99,00;CMD-006552;BE;Direct
2026-02-08;CLI-002776;106,22;CMD-006553;IT;Email/SMS
2026-02-08;CLI-003546;22,56;CMD-006554;FR;Meta
2026-02-08;CLI-003549;36,66;CMD-006555;FR;Google
2026-02-08;CLI-003561;36,66;CMD-006556;FR;TikTok
2026-02-08;CLI-003579;69,56;CMD-006557;DE;Meta
2026-02-08;CLI-003582;93,06;CMD-006558;FR;Meta
2026-02-08;CLI-003622;93,06;CMD-006559;FR;Meta
2026-02-08;CLI-003647;36,66;CMD-006560;FR;TikTok
2026-02-08;CLI-003678;69,56;CMD-006561;IT;Meta
2026-02-08;CLI-003692;69,56;CMD-006562;IT;Influence
2026-02-08;CLI-003744;36,66;CMD-006563;DE;Meta
2026-02-09;CLI-000165;99,00;CMD-006564;FR;Direct
2026-02-09;CLI-000289;99,00;CMD-006565;FR;Email/SMS
2026-02-09;CLI-000336;138,00;CMD-006566;ES;Email/SMS
2026-02-09;CLI-000408;29,00;CMD-006567;IT;Email/SMS
2026-02-09;CLI-000437;78,00;CMD-006568;DE;Email/SMS
2026-02-09;CLI-000709;74,00;CMD-006569;FR;Meta retargeting
2026-02-09;CLI-001971;99,00;CMD-006570;FR;Email/SMS
2026-02-09;CLI-002355;74,00;CMD-006571;FR;Direct
2026-02-09;CLI-002908;22,56;CMD-006572;NL;Email/SMS
2026-02-09;CLI-002996;129,72;CMD-006573;ES;Direct
2026-02-09;CLI-003045;129,72;CMD-006574;FR;Email/SMS
2026-02-09;CLI-003293;93,06;CMD-006575;FR;Direct
2026-02-09;CLI-003375;73,32;CMD-006576;FR;Direct
2026-02-09;CLI-003572;115,62;CMD-006577;FR;Meta
2026-02-09;CLI-003598;36,66;CMD-006578;NL;Meta
2026-02-09;CLI-003648;92,12;CMD-006579;FR;Meta
2026-02-09;CLI-003783;93,06;CMD-006580;FR;TikTok
2026-02-09;CLI-003811;27,26;CMD-006581;FR;Meta
2026-02-10;CLI-000549;99,00;CMD-006582;FR;Direct
2026-02-10;CLI-001152;29,00;CMD-006583;FR;Direct
2026-02-10;CLI-002935;93,06;CMD-006584;NL;Direct
2026-02-10;CLI-003001;129,72;CMD-006585;DE;Email/SMS
2026-02-10;CLI-003559;115,62;CMD-006586;FR;Google
2026-02-10;CLI-003574;36,66;CMD-006587;FR;Influence
2026-02-10;CLI-003594;69,56;CMD-006588;ES;TikTok
2026-02-10;CLI-003629;59,22;CMD-006589;IT;Meta
2026-02-10;CLI-003685;36,66;CMD-006590;FR;Autre
2026-02-10;CLI-003704;93,06;CMD-006591;FR;Google
2026-02-10;CLI-003717;69,56;CMD-006592;FR;TikTok
2026-02-10;CLI-003753;92,12;CMD-006593;FR;Meta
2026-02-10;CLI-003754;69,56;CMD-006594;FR;Meta
2026-02-10;CLI-003787;27,26;CMD-006595;FR;TikTok
2026-02-10;CLI-003793;36,66;CMD-006596;FR;Meta
2026-02-11;CLI-000342;74,00;CMD-006597;FR;Direct
2026-02-11;CLI-000767;39,00;CMD-006598;BE;Direct
2026-02-11;CLI-001060;99,00;CMD-006599;FR;Direct
2026-02-11;CLI-001226;74,00;CMD-006600;FR;Email/SMS
2026-02-11;CLI-001342;138,00;CMD-006601;FR;Meta retargeting
2026-02-11;CLI-001381;39,00;CMD-006602;DE;Meta retargeting
2026-02-11;CLI-001577;99,00;CMD-006603;ES;Email/SMS
2026-02-11;CLI-001612;74,00;CMD-006604;FR;Email/SMS
2026-02-11;CLI-001638;138,00;CMD-006605;FR;Email/SMS
2026-02-11;CLI-001661;138,00;CMD-006606;IT;Email/SMS
2026-02-11;CLI-001868;68,00;CMD-006607;FR;Meta retargeting
2026-02-11;CLI-002075;29,00;CMD-006608;NL;Direct
2026-02-11;CLI-002309;74,00;CMD-006609;FR;Direct
2026-02-11;CLI-002537;138,00;CMD-006610;FR;Meta retargeting
2026-02-11;CLI-003618;36,66;CMD-006611;FR;Meta
2026-02-11;CLI-003643;93,06;CMD-006612;BE;Autre
2026-02-11;CLI-003651;69,56;CMD-006613;IT;Meta
2026-02-11;CLI-003657;69,56;CMD-006614;FR;Meta
2026-02-11;CLI-003663;93,06;CMD-006615;FR;Autre
2026-02-11;CLI-003694;69,56;CMD-006616;FR;Meta
2026-02-11;CLI-003701;36,66;CMD-006617;IT;Google
2026-02-11;CLI-003707;69,56;CMD-006618;FR;Meta
2026-02-11;CLI-003723;69,56;CMD-006619;DE;Google
2026-02-11;CLI-003738;93,06;CMD-006620;FR;Meta
2026-02-11;CLI-003752;36,66;CMD-006621;IT;Influence
2026-02-11;CLI-003763;36,66;CMD-006622;FR;Meta
2026-02-12;CLI-000256;78,00;CMD-006623;ES;Direct
2026-02-12;CLI-000378;24,00;CMD-006624;DE;Email/SMS
2026-02-12;CLI-001389;39,00;CMD-006625;FR;Meta retargeting
2026-02-12;CLI-001875;74,00;CMD-006626;FR;Direct
2026-02-12;CLI-002023;99,00;CMD-006627;FR;Email/SMS
2026-02-12;CLI-002200;99,00;CMD-006628;FR;Email/SMS
2026-02-12;CLI-002406;74,00;CMD-006629;FR;Meta retargeting
2026-02-12;CLI-002591;113,00;CMD-006630;FR;Meta retargeting
2026-02-12;CLI-002708;93,06;CMD-006631;IT;Direct
2026-02-12;CLI-003014;106,22;CMD-006632;FR;Direct
2026-02-12;CLI-003106;129,72;CMD-006633;DE;Email/SMS
2026-02-12;CLI-003553;69,56;CMD-006634;FR;Meta
2026-02-12;CLI-003554;69,56;CMD-006635;DE;Meta
2026-02-12;CLI-003558;59,22;CMD-006636;FR;Google
2026-02-12;CLI-003560;92,12;CMD-006637;FR;Google
2026-02-12;CLI-003567;36,66;CMD-006638;FR;Meta
2026-02-12;CLI-003712;115,62;CMD-006639;FR;Google
2026-02-12;CLI-003729;69,56;CMD-006640;FR;Autre
2026-02-13;CLI-000172;99,00;CMD-006641;FR;Direct
2026-02-13;CLI-000761;74,00;CMD-006642;FR;Email/SMS
2026-02-13;CLI-000866;99,00;CMD-006643;FR;Meta retargeting
2026-02-13;CLI-001161;74,00;CMD-006644;BE;Email/SMS
2026-02-13;CLI-001166;78,00;CMD-006645;FR;Direct
2026-02-13;CLI-001175;78,00;CMD-006646;FR;Direct
2026-02-13;CLI-002611;138,00;CMD-006647;DE;Meta retargeting
2026-02-13;CLI-002615;99,00;CMD-006648;NL;Meta retargeting
2026-02-13;CLI-003562;27,26;CMD-006649;DE;Meta
2026-02-13;CLI-003615;22,56;CMD-006650;ES;Meta
2026-02-13;CLI-003661;69,56;CMD-006651;FR;Meta
2026-02-13;CLI-003691;22,56;CMD-006652;FR;Meta
2026-02-13;CLI-003695;93,06;CMD-006653;NL;Meta
2026-02-13;CLI-003721;59,22;CMD-006654;FR;Influence
2026-02-13;CLI-003732;115,62;CMD-006655;NL;Meta
2026-02-13;CLI-003780;93,06;CMD-006656;FR;Meta
2026-02-13;CLI-003797;93,06;CMD-006657;DE;Google
2026-02-13;CLI-003798;69,56;CMD-006658;IT;TikTok
2026-02-13;CLI-003800;36,66;CMD-006659;FR;Influence
2026-02-13;CLI-003810;93,06;CMD-006660;ES;Influence
2026-02-14;CLI-000112;74,00;CMD-006661;FR;Direct
2026-02-14;CLI-000483;99,00;CMD-006662;DE;Email/SMS
2026-02-14;CLI-000549;78,00;CMD-006663;FR;Email/SMS
2026-02-14;CLI-000582;74,00;CMD-006664;FR;Email/SMS
2026-02-14;CLI-000713;113,00;CMD-006665;FR;Direct
2026-02-14;CLI-001054;74,00;CMD-006666;FR;Direct
2026-02-14;CLI-001127;113,00;CMD-006667;FR;Direct
2026-02-14;CLI-001937;113,00;CMD-006668;ES;Email/SMS
2026-02-14;CLI-002814;22,56;CMD-006669;FR;Email/SMS
2026-02-14;CLI-002944;69,56;CMD-006670;ES;Direct
2026-02-14;CLI-003553;69,56;CMD-006671;FR;Direct
2026-02-14;CLI-003581;36,66;CMD-006672;FR;Meta
2026-02-14;CLI-003623;36,66;CMD-006673;FR;Meta
2026-02-14;CLI-003634;36,66;CMD-006674;FR;Google
2026-02-14;CLI-003646;69,56;CMD-006675;FR;Meta
2026-02-14;CLI-003673;22,56;CMD-006676;FR;TikTok
2026-02-14;CLI-003709;36,66;CMD-006677;IT;TikTok
2026-02-14;CLI-003747;93,06;CMD-006678;NL;Meta
2026-02-14;CLI-003772;93,06;CMD-006679;FR;Meta
2026-02-15;CLI-001610;99,00;CMD-006680;FR;Direct
2026-02-15;CLI-001674;99,00;CMD-006681;FR;Email/SMS
2026-02-15;CLI-001880;39,00;CMD-006682;BE;Direct
2026-02-15;CLI-002038;39,00;CMD-006683;DE;Email/SMS
2026-02-15;CLI-002063;113,00;CMD-006684;FR;Direct
2026-02-15;CLI-002125;99,00;CMD-006685;ES;Meta retargeting
2026-02-15;CLI-003117;73,32;CMD-006686;FR;Email/SMS
2026-02-15;CLI-003602;22,56;CMD-006687;FR;Google
2026-02-15;CLI-003607;93,06;CMD-006688;ES;Meta
2026-02-15;CLI-003664;36,66;CMD-006689;ES;Google
2026-02-15;CLI-003667;36,66;CMD-006690;FR;Meta
2026-02-15;CLI-003681;27,26;CMD-006691;FR;Meta
2026-02-15;CLI-003687;69,56;CMD-006692;FR;TikTok
2026-02-15;CLI-003731;93,06;CMD-006693;DE;Influence
2026-02-15;CLI-003745;36,66;CMD-006694;FR;Google
2026-02-15;CLI-003796;93,06;CMD-006695;IT;TikTok
2026-02-16;CLI-000813;113,00;CMD-006696;FR;Direct
2026-02-16;CLI-000950;99,00;CMD-006697;FR;Email/SMS
2026-02-16;CLI-001076;39,00;CMD-006698;DE;Direct
2026-02-16;CLI-001127;78,00;CMD-006699;FR;Meta retargeting
2026-02-16;CLI-001199;24,00;CMD-006700;FR;Direct
2026-02-16;CLI-001575;74,00;CMD-006701;DE;Email/SMS
2026-02-16;CLI-001758;99,00;CMD-006702;FR;Meta retargeting
2026-02-16;CLI-001768;74,00;CMD-006703;FR;Direct
2026-02-16;CLI-002051;113,00;CMD-006704;FR;Email/SMS
2026-02-16;CLI-002263;138,00;CMD-006705;ES;Meta retargeting
2026-02-16;CLI-002463;113,00;CMD-006706;BE;Meta retargeting
2026-02-16;CLI-002528;99,00;CMD-006707;BE;Email/SMS
2026-02-16;CLI-003004;93,06;CMD-006708;FR;Email/SMS
2026-02-16;CLI-003537;36,66;CMD-006709;FR;Meta
2026-02-16;CLI-003547;93,06;CMD-006710;FR;Meta
2026-02-16;CLI-003551;93,06;CMD-006711;FR;Meta
2026-02-16;CLI-003565;93,06;CMD-006712;FR;Meta
2026-02-16;CLI-003593;36,66;CMD-006713;ES;TikTok
2026-02-16;CLI-003595;93,06;CMD-006714;DE;Meta
2026-02-16;CLI-003605;36,66;CMD-006715;FR;Google
2026-02-16;CLI-003617;93,06;CMD-006716;BE;TikTok
2026-02-16;CLI-003682;69,56;CMD-006717;FR;Meta
2026-02-16;CLI-003690;115,62;CMD-006718;DE;Google
2026-02-16;CLI-003711;22,56;CMD-006719;FR;Meta
2026-02-16;CLI-003743;59,22;CMD-006720;BE;Meta
2026-02-17;CLI-000378;-24,00;R-CMD-006624;DE;Remboursement
2026-02-17;CLI-000106;113,00;CMD-006721;FR;Email/SMS
2026-02-17;CLI-000232;74,00;CMD-006722;ES;Email/SMS
2026-02-17;CLI-000866;74,00;CMD-006723;FR;Email/SMS
2026-02-17;CLI-001573;74,00;CMD-006724;DE;Meta retargeting
2026-02-17;CLI-002126;74,00;CMD-006725;IT;Email/SMS
